index, job_title, salary_estimate, job_description, rating, company_name, location, size, founded, type_of_ownership, industry, sector, revenue, skills, company_age
NA,"Associate, Compliance Data Governance Analyst",$88K - $134K (Glassdoor est.),NA,3.6,CFSB,United States,1 to 50 Employees,--,Company - Public,--,--,Unknown / Non-Applicable,"Collaborate with cross-functional teams to develop and implement data-driven strategies to mitigate financial crime risks and enhance fraud detection……
Skills: Power BI, R, Data analysis skills, Tableau, SQL",NA
NA,Staff Marketing Data Analyst,$68K - $92K (Glassdoor est.),NA,3.4,Ouro,"Austin, TX",Unknown,--,Company - Private,--,--,Unknown / Non-Applicable,"Working alongside our Head of Analytics and marketing leaders, you will play a critical role in driving significant business outcomes.…
Skills: Power BI, Business intelligence, R, QlikView, Tableau",NA
NA,Senior Business Systems Analyst - Institutional Research & Data Management,$26.64 - $39.06 Per Hour (Employer est.),NA,3.4,Texas Woman's University,"Denton, TX",1001 to 5000 Employees,1901,College / University,Colleges & Universities,Education,$100 to $500 million (USD),"Provides advanced assistance for educational research, trend analysis, student enrollment analysis, retention analysis, and ad hoc requests.…
Skills: Microsoft Excel, Oracle, Web development, SAS, Relational databases",NA
NA,BJAG Policy and Data Analyst (ADMINISTRATIVE OFFICER II),$72K - $109K (Glassdoor est.),NA,3.4,State of Maryland,"Crownsville, MD",NA,NA,NA,NA,NA,NA,"Employees assigned such duties will be required to possess a motor vehicle operator’s license valid in the State of Maryland. No postmarks will be accepted.…
Skills: Bilingual, Microsoft Word, Power BI, Microsoft Excel, Military",NA
NA,"Analyst II, Business",$85K - $116K (Employer est.),NA,3.5,"Disa Global Solutions, Inc.",Remote,501 to 1000 Employees,1986,Company - Private,Building & Personnel Services,Management & Consulting,$100 to $500 million (USD),"The ideal candidate will possess a unique blend of business and technical savvy; a big-picture vision, and the drive to make that vision a reality.…
Skills: Microsoft Outlook, English, Product management, Computer skills, Communication skills",NA
NA,Statistical Data Analyst II - Brown School,$67K - $136K (Employer est.),NA,3.8,Washington University in St Louis,"Saint Louis, MO",10000+ Employees,1853,College / University,Colleges & Universities,Education,$1 to $5 billion (USD),"Experience with some of the following: survival analysis, hierarchical linear modeling, mixed effects models, latent class analysis, growth mixture modeling,……
Skills: Microsoft Powerpoint, Microsoft Excel, Microsoft Access, Visual Basic, SAS",NA
NA,"Business Intelligence Analyst II, Omnichannel",$69K - $122K (Employer est.),NA,3.2,Purple Innovation LLC,"Lehi, UT",1001 to 5000 Employees,2016,Company - Public,Home Furniture & Housewares Stores,Retail & Wholesale,Less than $1 million (USD),"As a Business Intelligence Analyst, you will develop and design interactive and informative data visualizations, dashboards, and reports that effectively……
Skills: Computer science, Power BI, Data modeling, Sales, Tableau",NA
NA,Sr BI Developer Analyst,$76K - $86K (Employer est.),NA,4.0,Blue Cross and Blue Shield of North Carolina,North Carolina,5001 to 10000 Employees,1933,Company - Private,Insurance Carriers,Insurance,$5 to $10 billion (USD),"The Sr. BIDA will work with our Data Delivery & Engineering, Healthcare, and Sales teams to design and build business intelligence tools that blend business……
Skills: Power BI, Microsoft Excel, Data mining, Business intelligence, Kanban",NA
NA,Sr. Healthcare Data Analyst (Value Based Care),$86K - $128K (Employer est.),NA,3.6,Southeast Medical Group,Georgia,Unknown,--,Company - Public,Health Care Services & Hospitals,Healthcare,Unknown / Non-Applicable,"Identify and develop data reporting strategies to support clinical initiatives. As a data analysis expert, the analyst's insights are crucial for strategic……
Skills: Microsoft Powerpoint, Power BI, Microsoft Excel, Microsoft Access, Financial modeling",NA
NA,Senior Data Financial Management Analyst,$87K - $121K (Glassdoor est.),NA,4.1,City of Arlington,"Arlington, TX",1001 to 5000 Employees,--,Government,Municipal Agencies,Government & Public Administration,$100 to $500 million (USD),"Skill in research, collection, and analyzing large complex data sets, formulating trend analysis, and reporting, to develop data driven decision recommendations……
Skills: Power BI, Microsoft Excel, Relational databases, ERP systems, Research",NA
NA,Regulatory Data Analyst Associate / Regulatory Data Analyst,$85K - $127K (Employer est.),NA,4.2,Federal Reserve Bank of Cleveland,"Cleveland, OH",1001 to 5000 Employees,1913,Company - Private,Banking & Lending,Financial Services,$100 to $500 million (USD),"Traditional office environment: Employees typically sit most of the day, work with a computer and may answer/respond to phone calls.…
Skills: Data mining, Regulatory reporting, Microsoft Office, Analysis skills, Project management",NA
NA,Senior Data Analyst,$69K - $107K (Glassdoor est.),NA,3.5,Mass General Brigham,"Somerville, MA",1001 to 5000 Employees,1994,Nonprofit Organization,Health Care Services & Hospitals,Healthcare,$10+ billion (USD),"The Senior Data Analyst performs data extraction, management, integration and cleaning, data analysis and visualization, algorithm validation, and the……
Skills: Natural language processing, Communication skills",NA
NA,Senior Data Analyst,$74K - $94K (Glassdoor est.),NA,4.3,McNeilus Financial Inc DBA MTM,"Dodge Center, MN",1001 to 5000 Employees,1970,Subsidiary or Business Segment,Transportation Equipment Manufacturing,Manufacturing,$1 to $5 billion (USD),"Facilitate discussions between business and information technology partners and subject matter experts to understand data needs and design and develop……
Skills: Microsoft Powerpoint, Microsoft Word, Microsoft Excel, Data analysis skills, Microsoft Office",NA
NA,DATA PROCESSING SYSTEMS ANALYST II (DATABASE) (SR-22),$86K - $116K (Glassdoor est.),NA,3.9,"City and County of Honolulu, HI",Oahu Island,5001 to 10000 Employees,--,Government,Municipal Agencies,Government & Public Administration,Unknown / Non-Applicable,"Under the supervision of the Data Base Administrator (Data Processing Analyst III or IV), this position performs a variety of data base related systems……
Skills: System design, Analysis skills, Database management, Computer skills",NA
NA,Sr. Food Safety Analyst,$71K - $99K (Glassdoor est.),NA,3.6,Jack In The Box,"San Diego, CA",10000+ Employees,1951,Company - Public,Restaurants & Cafes,Restaurants & Food Service,$1 to $5 billion (USD),"Duties include Responsible for the acquisition, interpretation, management, and communication of key restaurant food safety performance information; Works cross……
Skills: Data analysis skills, Data collection, Food safety, Leadership, Restaurant experience",NA
NA,Sr. Product Business Analyst # 1606,$90K - $127K (Glassdoor est.),NA,3.2,MeridianLink,Remote,501 to 1000 Employees,1998,Company - Public,Computer Hardware Development,Information Technology,Unknown / Non-Applicable,"We develop our employees so they can grow professionally by preferring to promote from within. Ability to apply learned techniques and contribute to analysis……
Skills: Technical support, SDLC",NA
NA,Sr. Business Analyst,$87K - $131K (Employer est.),NA,4.5,Cognizant Technology Solutions,"Foster City, CA",10000+ Employees,1994,Company - Public,Information Technology Support Services,Information Technology,$10+ billion (USD),"In addition, candidates may be required to present their current state or government issued ID during each interview. Medical/Dental/Vision/Life Insurance.…",NA
NA,"Analyst II, Ancillary Revenue Data Scientist",$62K - $88K (Glassdoor est.),NA,4.0,"Frontier Airlines, Inc","Denver, CO",5001 to 10000 Employees,1994,Company - Public,"Airlines, Airports & Air Transportation",Transportation & Logistics,$1 to $5 billion (USD),"The Analyst II, Ancillary Revenue Data Scientist will develop and apply statistical modeling and data science as well as product management techniques to……
Skills: Statistical software, Pricing, Management, Big data, Data analysis skills",NA
NA,Federal HR Data Senior Analyst,$78K (Employer est.),NA,3.0,Deloitte,"Raleigh, NC",10000+ Employees,1850,Company - Private,Business Consulting,Management & Consulting,$10+ billion (USD),"Recommend, develop, and implement systems, tools and methods for easier and faster querying and reporting of data. Performance measures and program evaluations.…
Skills: Process improvement, Human resources",NA
NA,"Provider Education Data Senior Analyst- Hybrid- Chattanooga or Memphis, TN- Cigna Healthcare",$86K - $139K (Glassdoor est.),NA,3.3,The Cigna Group,"Chattanooga, TN",10000+ Employees,1865,Company - Public,Health Care Services & Hospitals,Healthcare,$10+ billion (USD),"Rely upon independent judgment and decision-making at provider sites, whether conducting chart review or providing training/education, both for historical and……
Skills: Microsoft Powerpoint, Microsoft Word, Anatomy knowledge, Microsoft Excel, Management",NA
NA,Senior Data Analyst,$57K - $85K (Glassdoor est.),NA,4.2,Johns Hopkins University,"Baltimore, MD",10000+ Employees,1876,College / University,Colleges & Universities,Education,$1 to $5 billion (USD),"Provide strategic analysis of revenue and donor acquisition to assist with the creation and/or use of solicitation data, annual giving predictive models,……
Skills: Power BI, Microsoft Excel, Tableau, SQL, Data analytics",NA
NA,Sr. Data Analyst (Programmatic Advertising/IBIQ),$85K - $104K (Employer est.),NA,4.2,PulsePoint,"Newark, NJ",51 to 200 Employees,2011,Company - Private,Internet & Web Services,Information Technology,$100 to $500 million (USD),"Able to organize large data sets to answer critical questions, extrapolate trends, and tell a story. At least a Bachelor’s degree in Business Intelligence and……
Skills: Power BI, Microsoft Excel, Tableau, SQL, Project management",NA
NA,Sr. Business Data Analyst,$26.64 - $39.06 Per Hour (Employer est.),NA,3.8,Westfield Insurance,"Westfield Center, OH",1001 to 5000 Employees,1848,Company - Private,Insurance Carriers,Insurance,Unknown / Non-Applicable,"5-7 years of overall experience in Data Science and Analytics or a related field. Bachelor's degree in a related field such as Computer Science, Information……
Skills: Data science, Analytics",NA
NA,BUSINESS ANALYST II,$52K - $81K (Glassdoor est.),NA,4.2,The University of Texas Rio Grande Valley,"Edinburg, TX",1001 to 5000 Employees,2015,College / University,Colleges & Universities,Education,$100 to $500 million (USD),"To provide mid-level support during project implementation and post support for the functional departments on software applications assigned.…
Skills: Microsoft Powerpoint, Microsoft Excel, Microsoft Access, ERP systems, Process improvement",NA
NA,Data Reporting and Analytics Consultant III,$5K - $8K (Employer est.),NA,3.3,Kaiser Permanente,"Oakland, CA",10000+ Employees,1945,Nonprofit Organization,Health Care Services & Hospitals,Healthcare,$10+ billion (USD),"Bachelors degree in Mathematics, Statistics, Engineering, Social/Physical/Life Science, Business, or related field and Minimum three (3) years experience in……
Skills: Data mining, Data analytics, Communication skills",NA
NA,Business Analyst II,$86K - $129K (Glassdoor est.),NA,3.7,Building Service 32BJ Benefit Funds,"New York, NY",201 to 500 Employees,--,Nonprofit Organization,Health Care Services & Hospitals,Healthcare,$5 to $25 million (USD),"Develop business cases, functional and non-functional requirements, feasibility studies and scope solutions for new business processes and technical……
Skills: Microsoft Powerpoint, Computer science, PMBOK, Microsoft Excel, QlikView",NA
NA,Data Analyst V,$67K - $107K (Employer est.),NA,3.6,Dept of State Health Services,"Austin, TX",10000+ Employees,1912,Government,State & Regional Agencies,Government & Public Administration,Unknown / Non-Applicable,"Graduation from an accredited four-year college or university with major course work in computer science, computer information systems, management information……
Skills: Microsoft Powerpoint, Statistical software, Statistics, Microsoft Excel, SAS",NA
